left;top;width;height;transcription
[229, 595, 595, 228];[77, 82, 66, 62];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
144;93;116;15;25.291.007-2
[80, 146, 145, 80];[94, 95, 107, 107];-1;-1;REGISTRO
[80, 126, 125, 80];[122, 122, 111, 109];-1;-1;GERAL
[79, 120, 121, 79];[139, 139, 151, 151];-1;-1;NOME
62;160;244;15;BOU BROCARDO PIANTA
[78, 142, 141, 77];[203, 204, 219, 218];-1;-1;FILIAÇÃO
61;225;299;15;CESARINO CARAMEZ KAREN
61;258;239;20;NEIF RESZKA FRARACIO
77;304;108;14;NATURALIDADE
77;370;92;14;DOC ORIGEM
101;421;136;16;938.462.173-01
[76, 101, 102, 74];[452, 451, 438, 440];-1;-1;CPF
61;487;58;15;NH 33
[313, 503, 503, 313];[543, 546, 527, 526];-1;-1;LEI Nº7 116 DE 29/08/83
250;482;184;11;GASQUES COLO SUGITA
[315, 487, 487, 315];[512, 514, 502, 501];-1;-1;ASSINATURA DO DIRETOR
622;489;48;15;7 VIA
61;390;114;15;ITATIAIA-RJ
[576, 726, 727, 574];[309, 310, 323, 321];-1;-1;DATA DE NASCIMENTO
61;323;80;15;JATI-CE
546;98;80;12;31/03/2015
[467, 525, 524, 467];[98, 99, 111, 110];-1;-1;DATA DE
[466, 547, 546, 466];[125, 125, 113, 111];-1;-1;EXPEDIÇÃO
542;326;121;18;04/06/1961
157;356;362;20;C.NAS=379 LV=253 FL=198
