left;top;width;height;transcription
[507, 504, 523, 524];[211, 581, 581, 209];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
476;149;15;116;03.527.088-3
[491, 489, 477, 476];[50, 123, 123, 48];-1;-1;REGISTRO
[461, 460, 473, 473];[50, 100, 99, 49];-1;-1;GERAL
[421, 419, 435, 434];[50, 95, 94, 50];-1;-1;NOME
430;129;20;243;LAZARTE VANDALETI LIZ
381;129;14;260;KRIESEL JONNATAN SUTTON
[366, 366, 381, 380];[50, 118, 117, 50];-1;-1;FILIAÇÃO
326;68;15;263;BARDY CANIATTO AUDREY
298;128;12;53;JESUS
[275, 274, 289, 289];[52, 163, 163, 52];-1;-1;NATURALIDADE
254;51;18;247;CRUZEIRO DO IGUAÇU-PR
[211, 210, 194, 194];[50, 148, 148, 50];-1;-1;DOC ORIGEM
[134, 133, 120, 120];[50, 79, 79, 50];-1;-1;CPF
202;166;14;133;EREBANGO-RS
174;167;18;359;CMC= OURILÂNDIA DO NORTE-PA ,SEDE
146;166;15;223;C.NAS=44 LV=39 FL=86
121;89;14;135;080.681.497-75
[37, 34, 50, 51];[296, 493, 493, 296];-1;-1;LEI Nº7 116 DE 29/08/83
[59, 57, 70, 70];[304, 489, 488, 303];-1;-1;ASSINATURA DO DIRETOR
87;385;11;173;VEIRA TOULOUSE DUDENA
[288, 286, 273, 273];[548, 712, 712, 546];-1;-1;DATA DE NASCIMENTO
475;501;15;98;27/11/1967
[458, 458, 475, 473];[416, 499, 499, 416];-1;-1;EXPEDIÇÃO
[489, 489, 475, 474];[416, 479, 478, 417];-1;-1;DATA DE
254;500;18;116;21/05/2007
