left;top;width;height;transcription
[280, 746, 749, 280];[35, 24, 48, 61];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
220;75;175;22;31.821.094-0
[93, 177, 177, 93];[96, 95, 109, 110];-1;-1;REGISTRO
[93, 152, 152, 93];[129, 129, 115, 115];-1;-1;GERAL
[94, 149, 147, 93];[165, 165, 149, 151];-1;-1;NOME
122;151;456;28;GRECCO OTOCH JEREZ
123;236;561;27;GENOVESE TONGU BAMBERG
124;277;613;27;BONFADINI KRISTINA THEODORA
127;369;116;26;UBÁ-MG
253;406;414;23;C.NAS=109 LV=178 FL=446
128;452;186;22;PINDOBA-AL
182;492;213;23;011.275.758-80
133;580;77;20;NH 76
[104, 138, 138, 103];[528, 527, 543, 545];-1;-1;CPF
[102, 217, 217, 101];[443, 440, 456, 459];-1;-1;DOC ORIGEM
[100, 235, 235, 98];[358, 356, 371, 375];-1;-1;NATURALIDADE
329;554;252;18;MENG ONOFRI BUCCI
[409, 631, 628, 409];[600, 595, 579, 585];-1;-1;ASSINATURA DO DIRETOR
[409, 647, 647, 408];[638, 630, 611, 616];-1;-1;LEI Nº7 116 DE 29/08/83
831;565;66;19;1 VIA
726;358;142;20;26/03/2010
[731, 928, 928, 732];[341, 337, 353, 359];-1;-1;DATA DE NASCIMENTO
720;64;149;22;21/03/1954
[588, 656, 656, 587];[98, 97, 81, 83];-1;-1;DATA DE
[588, 686, 684, 587];[118, 116, 97, 98];-1;-1;EXPEDIÇÃO
[95, 175, 175, 94];[231, 230, 250, 251];-1;-1;FILIAÇÃO
