left;top;width;height;transcription
51;279;18;455;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
100;664;19;156;16.298.687-7
86;830;15;84;REGISTRO
104;858;15;56;GERAL
139;863;16;53;NOME
176;534;22;385;MESCOKI MARTIN BENEDETI
215;839;16;78;FILIAÇÃO
254;578;20;341;IKARI BELLINATI POTIRA
294;485;20;433;MARAR AMAZONAS PEDRUZZI
330;785;16;133;NATURALIDADE
369;724;28;198;CALÇADO-PE
409;806;15;112;DOC ORIGEM
409;458;20;340;C.NAS=98 LV=364 FL=59
444;674;20;250;BARÃO DE COCAIS-MG
[502, 502, 488, 488];[919, 885, 886, 918];-1;-1;CPF
565;864;16;60;NH 13
[579, 579, 565, 565];[638, 410, 411, 638];-1;-1;ASSINATURA DO DIRETOR
[612, 614, 594, 595];[634, 396, 397, 632];-1;-1;LEI Nº7 116 DE 29/08/83
561;176;16;52;3 VIA
365;212;18;114;16/07/1962
[346, 346, 331, 333];[300, 112, 112, 301];-1;-1;DATA DE NASCIMENTO
93;204;18;116;04/02/1963
[118, 119, 100, 101];[430, 335, 335, 431];-1;-1;EXPEDIÇÃO
[85, 85, 101, 101];[431, 360, 360, 431];-1;-1;DATA DE
