left;top;width;height;transcription
[774, 312, 312, 777];[644, 638, 616, 624];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
734;589;137;20;97.482.052-0
[962, 877, 878, 962];[596, 595, 582, 583];-1;-1;REGISTRO
[963, 905, 906, 963];[565, 564, 578, 579];-1;-1;GERAL
[963, 909, 910, 964];[544, 544, 530, 530];-1;-1;NOME
642;513;330;18;MENDES FOCH KASTECKAS
[964, 885, 886, 969];[470, 469, 452, 452];-1;-1;FILIAÇÃO
567;433;405;18;DELLAMONICA BORTEN ZORZAM
656;396;317;18;CANELA HENIO SERANTES
[965, 830, 831, 965];[351, 349, 334, 336];-1;-1;NATURALIDADE
826;318;146;22;CLÁUDIA-MT
[965, 851, 851, 965];[273, 272, 257, 258];-1;-1;DOC ORIGEM
794;240;177;16;JATAIZINHO-PR
564;277;282;16;C.NAS=62 LV=310 FL=142
[336, 145, 145, 335];[342, 339, 325, 327];-1;-1;DATA DE NASCIMENTO
260;313;106;16;25/02/2000
250;581;114;21;29/10/1950
[470, 399, 399, 470];[591, 589, 576, 577];-1;-1;DATA DE
[470, 373, 374, 472];[559, 557, 574, 576];-1;-1;EXPEDIÇÃO
915;125;58;20;NH 85
[669, 430, 430, 671];[95, 92, 71, 75];-1;-1;LEI Nº7 116 DE 29/08/83
491;132;258;15;REINILSON ABATE MOGE
[668, 450, 450, 667];[110, 106, 123, 127];-1;-1;ASSINATURA DO DIRETOR
216;117;51;15;5 VIA
[966, 931, 930, 966];[178, 176, 193, 194];-1;-1;CPF
