left;top;width;height;transcription
[45, 49, 37, 31];[454, 173, 174, 456];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
66;420;10;72;33.762.971-7
106;346;20;221;GALLO GUIDORIZZI JACKLINE
[100, 102, 94, 92];[569, 540, 539, 569];-1;-1;NOME
[69, 70, 61, 60];[568, 517, 517, 570];-1;-1;REGISTRO
[80, 82, 72, 72];[568, 534, 535, 569];-1;-1;GERAL
[76, 76, 67, 66];[304, 257, 257, 303];-1;-1;DATA DE
[87, 88, 76, 76];[303, 242, 244, 304];-1;-1;EXPEDIÇÃO
70;172;9;60;23/08/1962
225;145;9;60;23/12/1966
[208, 210, 220, 219];[206, 88, 88, 206];-1;-1;DATA DE NASCIMENTO
[150, 152, 161, 160];[570, 520, 521, 571];-1;-1;FILIAÇÃO
166;381;9;186;BAROTTI DEVICSI SCHWEICHLE
185;390;9;178;NIGGLI RANSES PEGORETE
[212, 214, 203, 201];[572, 491, 491, 571];-1;-1;NATURALIDADE
218;489;9;80;PERDIGÃO-MG
[253, 254, 263, 263];[572, 504, 504, 572];-1;-1;DOC ORIGEM
270;363;16;206;C.NAS=409 LV=378 FL=316
290;512;11;59;TRIUNFO-PE
[317, 316, 307, 307];[573, 552, 552, 574];-1;-1;CPF
349;495;8;75;557.601.233-00
[394, 397, 384, 381];[394, 244, 244, 394];-1;-1;LEI Nº7 116 DE 29/08/83
[372, 372, 362, 361];[383, 248, 248, 383];-1;-1;ASSINATURA DO DIRETOR
349;323;7;87;SAAB AIANI ATOJI
[323, 324, 314, 315];[203, 148, 148, 205];-1;-1;PIS/PASEP
356;85;7;26;NH 42
