left;top;width;height;transcription
[77, 82, 66, 62];[583, 217, 217, 584];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
93;552;16;116;56.101.779-7
[94, 95, 107, 107];[732, 666, 667, 732];-1;-1;REGISTRO
[122, 122, 111, 109];[732, 686, 687, 732];-1;-1;GERAL
[139, 139, 151, 151];[733, 692, 691, 733];-1;-1;NOME
160;563;15;187;LIARA DIAGO RIGA
[203, 204, 219, 218];[734, 670, 671, 735];-1;-1;FILIAÇÃO
225;443;15;308;BIASETTO DIVINO CORTELINE
258;569;15;182;JEN KELEM SAMIR
304;627;14;108;NATURALIDADE
370;643;14;92;DOC ORIGEM
421;573;16;139;427.210.606-60
[452, 451, 438, 440];[736, 711, 710, 738];-1;-1;CPF
487;693;15;58;NH 68
[543, 546, 527, 526];[499, 309, 309, 499];-1;-1;LEI Nº7 116 DE 29/08/83
482;370;11;191;LAVIGNATTI LUCCAS AKY
[512, 514, 502, 501];[497, 325, 325, 497];-1;-1;ASSINATURA DO DIRETOR
489;142;15;49;2 VIA
386;489;19;262;OLHO D´ÁGUA DO PIAUÍ-PI
[309, 310, 323, 321];[236, 86, 85, 238];-1;-1;DATA DE NASCIMENTO
323;614;15;136;PALHANO-CE
98;187;12;80;01/12/1984
[98, 99, 111, 110];[345, 287, 288, 345];-1;-1;DATA DE
[125, 125, 113, 111];[346, 265, 266, 346];-1;-1;EXPEDIÇÃO
326;146;18;122;15/12/1984
356;308;20;347;C.NAS=174 LV=16 FL=413
