left;top;width;height;transcription
[56, 61, 87, 81];[722, 276, 276, 725];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
107;624;22;176;53.849.862-6
[109, 110, 124, 123];[895, 815, 817, 896];-1;-1;REGISTRO
[142, 142, 128, 127];[896, 843, 845, 896];-1;-1;GERAL
[167, 168, 183, 182];[895, 846, 846, 897];-1;-1;NOME
194;526;28;373;DAVI DANGHESI HAGEN
[251, 252, 270, 268];[898, 822, 823, 898];-1;-1;FILIAÇÃO
278;277;28;623;SUNAHARA NAUMOFF BEZERRA
321;288;27;617;ZAGHA WAKISAKA PASSARELLA
[378, 381, 396, 394];[901, 772, 774, 901];-1;-1;NATURALIDADE
402;699;26;203;ANÁPOLIS-GO
[464, 467, 481, 480];[902, 791, 792, 903];-1;-1;DOC ORIGEM
488;709;30;196;ANANÁS-TO
[552, 553, 568, 568];[903, 871, 871, 904];-1;-1;CPF
536;649;22;210;761.945.747-04
622;826;22;82;NH 07
[657, 661, 682, 677];[626, 394, 395, 627];-1;-1;LEI Nº7 116 DE 29/08/83
640;176;18;59;1 VIA
604;484;12;206;MARRAIANA MOSTI TERIN
[643, 644, 627, 626];[614, 406, 407, 614];-1;-1;ASSINATURA DO DIRETOR
[386, 388, 404, 401];[296, 107, 107, 296];-1;-1;DATA DE NASCIMENTO
422;164;20;142;05/04/1966
454;345;26;441;C.NAS=327 LV=168 FL=64
116;167;23;152;02/03/1973
[115, 116, 132, 132];[424, 356, 357, 425];-1;-1;DATA DE
[150, 151, 133, 133];[423, 331, 332, 425];-1;-1;EXPEDIÇÃO
