left;top;width;height;transcription
[525, 516, 534, 542];[223, 590, 590, 222];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
481;161;20;138;42.214.966-4
414;79;21;312;SANFINS BAY ARDITO
[492, 489, 504, 502];[70, 138, 137, 69];-1;-1;REGISTRO
[476, 475, 487, 488];[70, 115, 115, 69];-1;-1;GERAL
[448, 446, 459, 460];[70, 112, 113, 69];-1;-1;NOME
[379, 377, 392, 393];[68, 131, 131, 68];-1;-1;FILIAÇÃO
351;80;18;285;VINICIUS AIKA JOSAFAT
315;82;20;358;EMILIANO FIORESI SATER
[270, 265, 278, 282];[569, 725, 725, 567];-1;-1;DATA DE NASCIMENTO
243;556;16;106;03/06/1977
213;177;20;322;C.NAS=400 LV=42 FL=43
[214, 212, 225, 227];[64, 155, 155, 65];-1;-1;DOC ORIGEM
[283, 279, 292, 294];[67, 173, 173, 66];-1;-1;NATURALIDADE
254;79;16;169;TANQUINHO-BA
185;78;18;157;CHAPADA-RS
151;119;18;161;779.003.445-60
[146, 145, 158, 157];[63, 91, 90, 63];-1;-1;CPF
90;71;15;54;NH 70
106;270;9;157;MITSUE MIFANO GARCIA
[86, 83, 96, 98];[303, 479, 478, 304];-1;-1;ASSINATURA DO DIRETOR
[59, 54, 70, 74];[302, 493, 493, 301];-1;-1;LEI Nº7 116 DE 29/08/83
77;633;16;53;2 VIA
474;562;18;115;12/01/2015
[482, 481, 495, 494];[464, 517, 518, 462];-1;-1;DATA DE
[466, 465, 480, 481];[463, 540, 540, 462];-1;-1;EXPEDIÇÃO
