left;top;width;height;transcription
[454, 173, 174, 456];[374, 370, 382, 388];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
420;344;73;9;29.009.352-1
268;293;299;16;CRNKOWISE MAZZUCATO CHIQUETANO
[569, 540, 539, 569];[319, 317, 325, 327];-1;-1;NOME
[568, 517, 517, 570];[350, 349, 358, 359];-1;-1;REGISTRO
[568, 534, 535, 569];[339, 337, 347, 347];-1;-1;GERAL
[304, 257, 257, 303];[343, 343, 352, 353];-1;-1;DATA DE
[303, 242, 244, 304];[332, 331, 343, 343];-1;-1;EXPEDIÇÃO
171;340;61;9;26/03/1993
145;185;61;9;01/03/2005
[206, 88, 88, 206];[211, 209, 199, 200];-1;-1;DATA DE NASCIMENTO
[570, 520, 521, 571];[269, 267, 258, 259];-1;-1;FILIAÇÃO
374;244;194;11;LORINE GAZIGNATO KATSUHIKO
391;225;178;9;ALLEONI CRNKOVIC DAYAN
[572, 491, 491, 571];[207, 205, 216, 218];-1;-1;NATURALIDADE
497;192;72;9;RIACHÃO-MA
[572, 504, 504, 572];[166, 165, 156, 156];-1;-1;DOC ORIGEM
364;137;205;12;C.NAS=421 LV=267 FL=481
484;121;88;8;NOVA TRENTO-SC
[573, 552, 552, 574];[102, 103, 112, 112];-1;-1;CPF
496;62;74;8;345.420.834-38
[394, 244, 244, 394];[25, 22, 35, 38];-1;-1;LEI Nº7 116 DE 29/08/83
[383, 248, 248, 383];[47, 47, 57, 58];-1;-1;ASSINATURA DO DIRETOR
290;62;119;8;PIROVANI SALVA OMOMO
[203, 148, 148, 205];[96, 95, 105, 104];-1;-1;PIS/PASEP
85;56;26;7;NH 60
