left;top;width;height;transcription
[39, 35, 54, 62];[757, 288, 288, 760];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
80;713;15;115;71.973.520-8
125;533;18;318;HIRAM NEPOMUCENO GRA
[138, 140, 154, 152];[897, 955, 957, 897];-1;-1;NOME
[89, 87, 102, 105];[953, 857, 856, 954];-1;-1;REGISTRO
[119, 118, 103, 105];[953, 890, 893, 954];-1;-1;GERAL
[213, 211, 228, 231];[953, 869, 869, 954];-1;-1;FILIAÇÃO
220;553;20;398;HEUSER WAJSKOP CONTINI
[327, 326, 341, 343];[950, 812, 813, 951];-1;-1;NATURALIDADE
341;797;15;154;PASSA SETE-RS
[405, 405, 405, 418, 419];[951, 951, 829, 829, 954];-1;-1;DOC ORIGEM
447;705;15;248;C.NAS=351 LV=75 FL=22
402;566;28;385;CMC= BABAÇULÂNDIA-TO ,SEDE
523;440;15;258;SINUHE PIGNATA INATOMI
[486, 485, 499, 500];[953, 915, 915, 953];-1;-1;CPF
506;816;14;136;977.985.226-38
329;228;15;99;06/01/2006
[319, 314, 332, 334];[324, 124, 123, 326];-1;-1;DATA DE NASCIMENTO
71;252;15;96;27/01/1951
[80, 80, 95, 96];[461, 384, 384, 464];-1;-1;DATA DE
[110, 110, 94, 94];[464, 355, 357, 462];-1;-1;EXPEDIÇÃO
[582, 582, 600, 603];[652, 391, 391, 647];-1;-1;LEI Nº7 116 DE 29/08/83
[556, 553, 571, 573];[637, 399, 399, 637];-1;-1;ASSINATURA DO DIRETOR
