left;top;width;height;transcription
[774, 766, 788, 796];[328, 877, 875, 325];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
712;219;24;190;48.048.826-5
[733, 729, 749, 751];[99, 213, 211, 97];-1;-1;REGISTRO
[712, 709, 730, 731];[97, 168, 167, 97];-1;-1;GERAL
659;194;28;497;CHIURCIU CHIEBAO URAS
[666, 663, 686, 687];[97, 163, 161, 94];-1;-1;NOME
615;104;23;195;FERNANDES
[564, 563, 583, 583];[97, 195, 194, 96];-1;-1;FILIAÇÃO
515;105;27;545;KITAGAWA NAMIE PRAVATTA
466;99;24;478;MELGAS THAYRO ANNELISE
[419, 415, 437, 438];[92, 258, 257, 92];-1;-1;NATURALIDADE
371;101;24;299;MATEUS LEME-MG
316;252;26;461;C.NAS=271 LV=444 FL=343
[319, 318, 338, 339];[92, 237, 237, 92];-1;-1;DOC ORIGEM
268;98;23;307;CARRAPATEIRA-PB
[215, 215, 237, 236];[93, 134, 133, 88];-1;-1;CPF
217;158;24;226;499.034.697-13
164;83;13;97;OLÍMPIA-SP
[119, 114, 131, 137];[445, 719, 718, 443];-1;-1;ASSINATURA DO DIRETOR
[74, 70, 97, 97];[450, 734, 734, 449];-1;-1;LEI Nº7 116 DE 29/08/83
111;935;22;73;2 VIA
359;813;25;160;25/04/1965
[408, 403, 425, 428];[832, 1077, 1076, 832];-1;-1;DATA DE NASCIMENTO
706;819;22;149;03/04/2018
[706, 701, 724, 725];[678, 800, 801, 676];-1;-1;EXPEDIÇÃO
[746, 742, 724, 724];[676, 769, 768, 675];-1;-1;DATA DE
120;97;23;87;NH 84
