left;top;width;height;transcription
[632, 235, 235, 634];[540, 532, 511, 518];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
591;475;125;16;39.205.145-0
[802, 726, 726, 803];[497, 495, 482, 483];-1;-1;REGISTRO
[802, 751, 751, 802];[467, 466, 479, 479];-1;-1;GERAL
[803, 753, 755, 803];[448, 448, 434, 435];-1;-1;NOME
432;408;371;23;MONZU CECARELLI JACKELINE
[803, 733, 733, 803];[378, 377, 360, 363];-1;-1;FILIAÇÃO
491;339;316;18;PARAENSE CATISTI ADJA
588;299;222;16;FASSIN DUSO ILANA
[807, 683, 684, 807];[271, 269, 254, 257];-1;-1;NATURALIDADE
621;228;188;19;JOÃO ALFREDO-PE
[806, 704, 704, 807];[197, 196, 182, 183];-1;-1;DOC ORIGEM
454;187;244;19;C.NAS=24 LV=137 FL=489
662;155;153;15;NATIVIDADE-TO
635;119;135;14;418.294.482-85
[813, 780, 784, 816];[123, 122, 109, 110];-1;-1;CPF
773;46;51;14;NH 21
[542, 331, 332, 542];[35, 34, 19, 17];-1;-1;LEI Nº7 116 DE 29/08/83
429;73;147;8;ALBIERO PARISI GOLFETTI
[538, 348, 348, 541];[62, 62, 50, 49];-1;-1;ASSINATURA DO DIRETOR
198;226;89;14;22/05/1956
[255, 90, 91, 256];[266, 265, 252, 253];-1;-1;DATA DE NASCIMENTO
189;470;95;15;18/09/1982
[371, 291, 291, 371];[472, 472, 457, 457];-1;-1;EXPEDIÇÃO
[371, 314, 314, 371];[487, 487, 475, 474];-1;-1;DATA DE
154;49;46;14;5 VIA
