left;top;width;height;transcription
[722, 276, 276, 725];[675, 670, 644, 650];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
625;602;177;22;44.168.098-7
[895, 815, 817, 896];[622, 621, 607, 608];-1;-1;REGISTRO
[896, 843, 845, 896];[589, 589, 603, 604];-1;-1;GERAL
[895, 846, 846, 897];[564, 563, 548, 549];-1;-1;NOME
495;508;404;29;LYNN ARRIGUCCI TONOLI
[898, 822, 823, 898];[480, 479, 461, 463];-1;-1;FILIAÇÃO
361;425;538;31;MASSAHIKO SANJAR TAIMA
379;383;523;27;BEHR APENDINO NEBESNYJ
[901, 772, 774, 901];[353, 350, 335, 337];-1;-1;NATURALIDADE
722;303;180;26;CURIÚVA-PR
[902, 791, 792, 903];[267, 264, 250, 251];-1;-1;DOC ORIGEM
607;213;298;30;TRÊS COROAS-RS
[903, 871, 871, 904];[179, 178, 163, 163];-1;-1;CPF
648;173;210;22;354.712.513-85
826;87;82;22;NH 10
[626, 394, 395, 627];[74, 70, 49, 54];-1;-1;LEI Nº7 116 DE 29/08/83
176;73;61;18;9 VIA
476;115;214;12;IWASAKI AMADIO FABRISA
[614, 406, 407, 614];[88, 87, 104, 105];-1;-1;ASSINATURA DO DIRETOR
[296, 107, 107, 296];[345, 343, 327, 330];-1;-1;DATA DE NASCIMENTO
167;289;139;20;01/11/2011
325;251;461;26;C.NAS=314 LV=499 FL=404
167;592;152;23;26/11/1973
[424, 356, 357, 425];[616, 615, 599, 599];-1;-1;DATA DE
[423, 331, 332, 425];[581, 580, 598, 598];-1;-1;EXPEDIÇÃO
