left;top;width;height;transcription
[774, 766, 788, 796];[328, 877, 875, 325];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
712;221;24;188;53.061.648-8
[733, 729, 749, 751];[99, 213, 211, 97];-1;-1;REGISTRO
[712, 709, 730, 731];[97, 168, 167, 97];-1;-1;GERAL
659;195;28;632;RAYEMBERG UMEZAWA DALSAS
[666, 663, 686, 687];[97, 163, 161, 94];-1;-1;NOME
615;104;23;129;DUARTE
[564, 563, 583, 583];[97, 195, 194, 96];-1;-1;FILIAÇÃO
515;105;27;504;LUISIANA ODENILDO ORATI
466;99;24;394;BONORA HIRAKAWA MI
[419, 415, 437, 438];[92, 258, 257, 92];-1;-1;NATURALIDADE
371;101;24;271;BUERAREMA-BA
316;252;26;421;C.NAS=371 LV=55 FL=20
[319, 318, 338, 339];[92, 237, 237, 92];-1;-1;DOC ORIGEM
268;98;29;187;BAMBUÍ-MG
[215, 215, 237, 236];[93, 134, 133, 88];-1;-1;CPF
217;160;24;224;712.526.302-04
164;83;12;124;LUIZ ALVES-SC
[119, 114, 131, 137];[445, 719, 718, 443];-1;-1;ASSINATURA DO DIRETOR
[74, 70, 97, 97];[450, 734, 734, 449];-1;-1;LEI Nº7 116 DE 29/08/83
111;935;22;73;2 VIA
361;813;23;159;25/05/2000
[408, 403, 425, 428];[832, 1077, 1076, 832];-1;-1;DATA DE NASCIMENTO
706;819;22;149;27/05/1998
[706, 701, 724, 725];[678, 800, 801, 676];-1;-1;EXPEDIÇÃO
[746, 742, 724, 724];[676, 769, 768, 675];-1;-1;DATA DE
120;97;23;87;NH 37
