left;top;width;height;transcription
[37, 33, 52, 55];[616, 252, 252, 617];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
82;583;14;104;00.722.900-8
[93, 93, 104, 105];[770, 725, 725, 771];-1;-1;GERAL
[78, 77, 90, 90];[770, 703, 704, 770];-1;-1;REGISTRO
[122, 121, 134, 134];[770, 728, 728, 770];-1;-1;NOME
144;386;16;381;BECEGATO NISHIKIDO FUNAGOSHI
[186, 186, 200, 200];[769, 708, 708, 769];-1;-1;FILIAÇÃO
213;519;14;243;LEYLA MAZZEU NATALLY
244;382;18;382;COSTADELLA CROCI TAKIMOTO
[286, 284, 296, 297];[770, 663, 662, 770];-1;-1;NATURALIDADE
313;656;18;110;CANDÓI-PR
[351, 350, 362, 363];[768, 678, 678, 768];-1;-1;DOC ORIGEM
346;424;20;244;C.NAS=246 LV=172 FL=96
385;637;12;127;TABULEIRO-MG
[418, 418, 430, 431];[766, 742, 742, 767];-1;-1;CPF
410;588;20;137;793.678.407-13
482;716;14;49;NH 03
[500, 498, 513, 516];[524, 336, 335, 524];-1;-1;LEI Nº7 116 DE 29/08/83
454;392;13;195;DIEZ TROTTA YOSHIOKA
[486, 484, 472, 474];[523, 351, 352, 522];-1;-1;ASSINATURA DO DIRETOR
474;163;14;46;4 VIA
308;189;15;97;15/10/1960
[280, 279, 290, 292];[273, 123, 123, 273];-1;-1;DATA DE NASCIMENTO
79;190;15;95;10/04/1993
[72, 71, 85, 84];[384, 326, 327, 385];-1;-1;DATA DE
[100, 99, 84, 85];[384, 307, 308, 385];-1;-1;EXPEDIÇÃO
