left;top;width;height;transcription
[748, 280, 279, 749];[623, 616, 596, 600];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
700;562;144;19;35.279.520-7
[889, 942, 943, 889];[521, 521, 507, 507];-1;-1;NOME
[940, 856, 856, 941];[573, 572, 559, 559];-1;-1;REGISTRO
[941, 882, 882, 940];[543, 542, 554, 556];-1;-1;GERAL
649;483;294;21;MIQUELIN DALINE KA
[943, 863, 863, 944];[444, 445, 429, 429];-1;-1;FILIAÇÃO
594;408;351;20;REMIAO BUNCANA VOLIA
611;369;334;20;KORITAR JE CARAVANA
[944, 809, 809, 945];[331, 329, 315, 317];-1;-1;NATURALIDADE
720;296;226;18;MANACAPURU-AM
459;254;362;20;C.NAS=324 LV=338 FL=173
773;217;172;25;MUTUÍPE-BA
722;178;174;19;952.483.898-28
[945, 911, 911, 945];[172, 171, 157, 157];-1;-1;CPF
883;103;64;16;NH 09
496;115;227;15;ARYANE ZUNIGA ADIEL
[642, 419, 421, 643];[92, 88, 102, 106];-1;-1;ASSINATURA DO DIRETOR
[644, 404, 404, 644];[75, 72, 55, 57];-1;-1;LEI Nº7 116 DE 29/08/83
184;94;58;18;5 VIA
[307, 112, 112, 308];[325, 324, 308, 312];-1;-1;DATA DE NASCIMENTO
[831, 947, 947, 830];[250, 252, 238, 237];-1;-1;DOC ORIGEM
214;558;122;23;17/02/1998
[442, 375, 376, 443];[569, 569, 555, 557];-1;-1;DATA DE
[444, 347, 348, 445];[553, 552, 536, 536];-1;-1;EXPEDIÇÃO
197;286;141;21;05/03/2000
