left;top;width;height;transcription
[36, 38, 53, 51];[326, 519, 518, 325];-1;-1;LEI Nº7 116 DE 29/08/83
[66, 67, 79, 77];[324, 501, 501, 324];-1;-1;ASSINATURA DO DIRETOR
87;261;12;196;VINICIO GIROLDO BENINI
67;641;15;49;8 VIA
59;80;16;64;NH 55
[119, 120, 133, 131];[80, 107, 106, 80];-1;-1;CPF
126;120;16;138;211.195.348-28
160;82;15;129;DRACENA-SP
[186, 189, 202, 201];[81, 173, 172, 79];-1;-1;DOC ORIGEM
196;180;16;269;C.NAS=416 LV=222 FL=5
227;79;15;188;SALTO VELOSO-SC
[253, 255, 267, 266];[77, 188, 188, 78];-1;-1;NATURALIDADE
293;79;15;344;HENAGIO LUCELHA ABUMANSUR
[258, 260, 273, 270];[577, 730, 730, 578];-1;-1;DATA DE NASCIMENTO
226;559;21;99;30/10/1996
322;78;20;348;SCHAEFFER SINGARETTI EMANOEL
[352, 352, 368, 367];[77, 142, 141, 78];-1;-1;FILIAÇÃO
394;75;16;325;RIGAMONTI CERIONI PERINA
[419, 419, 433, 431];[77, 122, 121, 76];-1;-1;NOME
[448, 449, 462, 460];[77, 124, 123, 77];-1;-1;GERAL
[476, 477, 464, 463];[78, 144, 144, 77];-1;-1;REGISTRO
462;157;16;136;45.518.455-0
[503, 504, 519, 517];[233, 600, 599, 233];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
466;556;16;114;26/09/1960
[452, 454, 467, 467];[465, 544, 544, 466];-1;-1;EXPEDIÇÃO
[481, 480, 467, 468];[466, 525, 525, 465];-1;-1;DATA DE
