left;top;width;height;transcription
601;260;22;431;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
556;167;20;163;23.389.537-1
561;81;15;87;REGISTRO
545;81;15;55;GERAL
507;79;15;53;NOME
478;75;22;349;ABED LAPATE WELBER
424;79;17;80;FILIAÇÃO
353;72;19;302;AYUSSO REIFF JAROVS
[317, 321, 304, 301];[78, 207, 208, 78];-1;-1;NATURALIDADE
271;74;24;164;LUCÉLIA-SP
[235, 236, 222, 220];[80, 191, 192, 79];-1;-1;DOC ORIGEM
231;189;20;362;C.NAS=115 LV=238 FL=418
188;74;18;159;AGUANIL-MG
[151, 151, 137, 137];[79, 113, 112, 79];-1;-1;CPF
148;119;20;175;502.947.802-70
106;71;9;145;AMARAL FERRADOR-RS
65;143;16;64;NH 33
92;290;15;251;REINA QUILLES VELLOZO
[74, 76, 60, 59];[355, 571, 571, 356];-1;-1;ASSINATURA DO DIRETOR
[41, 46, 24, 23];[361, 583, 582, 361];-1;-1;LEI Nº7 116 DE 29/08/83
66;727;23;58;5 VIA
275;631;18;124;28/03/1985
[322, 321, 306, 307];[661, 853, 853, 659];-1;-1;DATA DE NASCIMENTO
564;635;18;124;23/11/2006
[581, 582, 566, 566];[536, 607, 607, 536];-1;-1;DATA DE
[550, 549, 565, 565];[536, 632, 632, 536];-1;-1;EXPEDIÇÃO
146;422;24;176;56852/9523
