left;top;width;height;transcription
62;51;19;70;NH 60
[10, 16, 35, 30];[333, 557, 559, 333];-1;-1;LEI Nº7 116 DE 29/08/83
76;259;16;314;ARIKAWA ARDITTI TERLIZZI
[48, 51, 68, 63];[332, 540, 540, 332];-1;-1;ASSINATURA DO DIRETOR
146;98;19;175;663.856.124-30
[115, 117, 133, 130];[54, 86, 86, 54];-1;-1;CPF
187;50;26;200;SABÁUDIA-PR
[216, 221, 206, 201];[53, 159, 160, 53];-1;-1;DOC ORIGEM
237;163;20;362;C.NAS=472 LV=218 FL=343
276;46;25;291;JANUÁRIO CICCO-RN
[300, 303, 290, 287];[52, 177, 177, 50];-1;-1;NATURALIDADE
356;42;27;550;JAQUETTO BATUIRA DELATORRE
401;42;26;545;WYSOCKI MOKREJS BISINOTTO
480;46;22;423;NONOGAKI DELBIM TOKUNO
563;136;18;146;05.768.042-5
571;604;19;134;22/02/1963
73;707;18;59;9 VIA
285;610;19;122;15/12/1964
[424, 426, 411, 408];[49, 124, 123, 50];-1;-1;FILIAÇÃO
[505, 507, 492, 491];[47, 99, 97, 46];-1;-1;NOME
[526, 528, 542, 541];[47, 102, 101, 47];-1;-1;GERAL
[561, 562, 548, 546];[48, 127, 128, 47];-1;-1;REGISTRO
[592, 598, 617, 609];[220, 650, 649, 221];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
[307, 312, 298, 293];[637, 815, 815, 637];-1;-1;DATA DE NASCIMENTO
[535, 537, 555, 550];[506, 597, 597, 503];-1;-1;EXPEDIÇÃO
[569, 571, 556, 555];[504, 573, 573, 505];-1;-1;DATA DE
