left;top;width;height;transcription
[279, 281, 746, 749, 278];[26, 26, 28, 48, 47];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
201;66;133;16;15.874.420-2
[85, 168, 167, 83];[76, 77, 91, 91];-1;-1;REGISTRO
[83, 140, 140, 85];[108, 109, 95, 94];-1;-1;GERAL
174;106;293;15;DIEHL GRAZIANI REBOUCAS
[83, 136, 136, 83];[129, 129, 144, 143];-1;-1;NOME
99;143;96;16;ARAGAO
[85, 161, 161, 83];[205, 206, 223, 222];-1;-1;FILIAÇÃO
99;223;330;16;DAENE CLAUDIMAR RAVACHE
98;261;406;18;SUAREZ CHRISTOPHE RADIGUIERI
[83, 215, 215, 82];[324, 325, 338, 338];-1;-1;NATURALIDADE
98;338;199;18;JOSÉ BOITEUX-SC
222;382;272;15;C.NAS=324 LV=378 FL=445
[81, 195, 193, 82];[403, 404, 418, 417];-1;-1;DOC ORIGEM
99;421;249;15;NOVA ROMA DO SUL-RS
148;456;149;16;961.620.009-74
[80, 114, 114, 80];[483, 484, 498, 496];-1;-1;CPF
96;533;58;15;NH 78
302;523;218;12;ORTIN FRONCILLO MICHELI
[386, 606, 604, 386];[559, 559, 545, 545];-1;-1;ASSINATURA DO DIRETOR
[384, 623, 622, 383];[593, 594, 576, 575];-1;-1;LEI Nº7 116 DE 29/08/83
798;534;59;18;5 VIA
702;342;114;16;25/09/1984
[715, 913, 913, 714];[324, 325, 339, 340];-1;-1;DATA DE NASCIMENTO
705;68;104;15;11/04/2010
[581, 651, 650, 580];[76, 77, 92, 91];-1;-1;DATA DE
[581, 677, 677, 580];[96, 95, 109, 109];-1;-1;EXPEDIÇÃO
