left;top;width;height;transcription
[281, 282, 756, 752];[54, 79, 73, 51];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
214;98;135;17;39.842.390-8
[91, 176, 176, 92];[104, 104, 120, 120];-1;-1;REGISTRO
[91, 152, 149, 91];[138, 137, 121, 121];-1;-1;GERAL
[94, 146, 146, 93];[157, 158, 171, 172];-1;-1;NOME
116;175;397;19;ARISTIDES LATORRE SHUHEI
[96, 174, 173, 93];[235, 233, 250, 250];-1;-1;FILIAÇÃO
117;256;300;18;RENO SPURIO NOCCIOLI
118;293;415;19;VOLKMER AIALLA CHERNIZON
121;369;174;23;MARACAJÁ-SC
[97, 232, 232, 97];[352, 351, 366, 365];-1;-1;NATURALIDADE
[733, 929, 928, 732];[362, 361, 344, 346];-1;-1;DATA DE NASCIMENTO
727;370;106;16;03/11/1998
248;412;295;16;C.NAS=445 LV=424 FL=275
126;452;129;16;TIJUCAS-SC
[101, 215, 215, 101];[446, 444, 430, 431];-1;-1;DOC ORIGEM
178;492;157;17;344.945.368-81
[102, 136, 136, 103];[510, 510, 524, 525];-1;-1;CPF
127;570;60;16;NH 29
[412, 651, 650, 411];[624, 622, 604, 605];-1;-1;LEI Nº7 116 DE 29/08/83
330;546;171;17;NATANIA EL BACHES
[412, 633, 632, 411];[589, 587, 574, 575];-1;-1;ASSINATURA DO DIRETOR
833;565;51;15;2 VIA
718;92;106;16;27/06/2013
[588, 683, 683, 587];[134, 134, 116, 119];-1;-1;EXPEDIÇÃO
[656, 586, 588, 655];[100, 101, 116, 115];-1;-1;DATA DE
