left;top;width;height;transcription
[50, 59, 41, 33];[596, 229, 229, 597];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
74;520;18;138;43.246.226-0
141;282;20;458;DALCECO BIANCHI TAKASSAKY
[83, 86, 71, 73];[749, 681, 682, 750];-1;-1;REGISTRO
[99, 100, 88, 87];[749, 704, 704, 750];-1;-1;GERAL
[127, 129, 116, 115];[749, 707, 706, 750];-1;-1;NOME
[196, 198, 183, 182];[751, 688, 688, 751];-1;-1;FILIAÇÃO
206;435;18;304;YGOR KACHAN PREZOTTI
240;374;20;364;GRINSPUM HELBER DODO
[305, 310, 297, 293];[250, 94, 94, 252];-1;-1;DATA DE NASCIMENTO
316;156;16;107;06/09/2005
342;290;20;352;C.NAS=481 LV=192 FL=325
[361, 363, 350, 348];[755, 664, 664, 754];-1;-1;DOC ORIGEM
[292, 296, 283, 281];[752, 646, 646, 753];-1;-1;NATURALIDADE
305;603;19;138;CAIÇARA-RS
372;581;18;159;BREJINHO-PE
406;539;18;162;522.122.033-49
[429, 430, 417, 418];[756, 728, 729, 756];-1;-1;CPF
470;694;15;54;NH 49
458;364;11;184;JOELI NISHIKAVA MATTIOLLI
[489, 492, 479, 477];[516, 340, 341, 515];-1;-1;ASSINATURA DO DIRETOR
[516, 521, 505, 501];[517, 326, 326, 518];-1;-1;LEI Nº7 116 DE 29/08/83
482;133;16;54;4 VIA
83;143;18;116;26/09/1950
[93, 94, 80, 81];[355, 302, 301, 357];-1;-1;DATA DE
[109, 110, 95, 94];[356, 279, 279, 357];-1;-1;EXPEDIÇÃO
