left;top;width;height;transcription
[229, 595, 595, 228];[77, 82, 66, 62];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
143;93;118;15;48.633.172-6
[80, 146, 145, 80];[94, 95, 107, 107];-1;-1;REGISTRO
[80, 126, 125, 80];[122, 122, 111, 109];-1;-1;GERAL
[79, 120, 121, 79];[139, 139, 151, 151];-1;-1;NOME
62;160;302;15;CALDORIN KANKE VENEZUELA
[78, 142, 141, 77];[203, 204, 219, 218];-1;-1;FILIAÇÃO
61;225;308;15;FUKUDA MAXENIUC ABRAHIM
61;258;244;20;KALFA RAMPONE GIOSO
77;304;108;14;NATURALIDADE
77;370;92;14;DOC ORIGEM
102;421;137;16;791.008.280-09
[76, 101, 102, 74];[452, 451, 438, 440];-1;-1;CPF
61;487;58;15;NH 33
[313, 503, 503, 313];[543, 546, 527, 526];-1;-1;LEI Nº7 116 DE 29/08/83
251;482;150;11;NOR KAROL NABOR
[315, 487, 487, 315];[512, 514, 502, 501];-1;-1;ASSINATURA DO DIRETOR
621;489;49;15;8 VIA
61;390;144;15;INHANGAPI-PA
[576, 726, 727, 574];[309, 310, 323, 321];-1;-1;DATA DE NASCIMENTO
62;323;139;15;CHARRUA-RS
545;98;80;12;23/08/1954
[467, 525, 524, 467];[98, 99, 111, 110];-1;-1;DATA DE
[466, 547, 546, 466];[125, 125, 113, 111];-1;-1;EXPEDIÇÃO
544;326;122;18;11/07/1964
157;356;359;20;C.NAS=180 LV=192 FL=371
