left;top;width;height;transcription
[236, 600, 600, 235];[37, 33, 52, 55];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
165;82;104;14;65.462.163-9
[82, 127, 127, 81];[93, 93, 104, 105];-1;-1;GERAL
[82, 149, 148, 82];[78, 77, 90, 90];-1;-1;REGISTRO
[82, 124, 124, 82];[122, 121, 134, 134];-1;-1;NOME
85;144;338;16;DELMANTO ERIANA JAWORSKI
[83, 144, 144, 83];[186, 186, 200, 200];-1;-1;FILIAÇÃO
90;213;279;14;PITALUGA YAMASHITA PRETI
88;244;373;18;CALCADA JINJU SHIGUEMATSU
[82, 189, 190, 82];[286, 284, 296, 297];-1;-1;NATURALIDADE
86;316;151;15;DOURADOS-MS
[84, 174, 174, 84];[351, 350, 362, 363];-1;-1;DOC ORIGEM
184;346;233;20;C.NAS=26 LV=36 FL=432
86;381;98;16;OLÍMPIA-SP
[86, 110, 110, 85];[418, 418, 430, 431];-1;-1;CPF
126;410;138;20;504.864.058-69
87;482;49;14;NH 18
[328, 516, 517, 328];[500, 498, 513, 516];-1;-1;LEI Nº7 116 DE 29/08/83
265;454;252;12;ROLL PASCHOALINI SCHUTZER
[329, 501, 500, 330];[486, 484, 472, 474];-1;-1;ASSINATURA DO DIRETOR
642;474;47;14;9 VIA
566;308;95;15;11/08/1951
[579, 729, 729, 579];[280, 279, 290, 292];-1;-1;DATA DE NASCIMENTO
566;79;96;14;07/09/1950
[468, 526, 525, 467];[72, 71, 85, 84];-1;-1;DATA DE
[468, 545, 544, 467];[100, 99, 84, 85];-1;-1;EXPEDIÇÃO
