left;top;width;height;transcription
[596, 229, 229, 597];[525, 516, 534, 542];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
520;481;137;20;66.440.435-2
385;414;355;20;DREM JOVEL ERNANDES
[749, 681, 682, 750];[492, 489, 504, 502];-1;-1;REGISTRO
[749, 704, 704, 750];[476, 475, 487, 488];-1;-1;GERAL
[749, 707, 706, 750];[448, 446, 459, 460];-1;-1;NOME
[751, 688, 688, 751];[379, 377, 392, 393];-1;-1;FILIAÇÃO
416;351;323;18;MOTTECY MOIZEIS HISANO
455;315;283;20;SIANI GUN CARELLY
[250, 94, 94, 252];[270, 265, 278, 282];-1;-1;DATA DE NASCIMENTO
157;243;104;16;12/06/1999
320;213;322;24;C.NAS=6 LV=363 FL=343
[755, 664, 664, 754];[214, 212, 225, 227];-1;-1;DOC ORIGEM
[752, 646, 646, 753];[283, 279, 292, 294];-1;-1;NATURALIDADE
640;254;101;20;FÊNIX-PR
519;185;221;18;BARRA BONITA-SP
539;151;163;18;229.209.618-88
[756, 728, 729, 756];[146, 145, 158, 157];-1;-1;CPF
693;90;55;15;NH 85
373;106;176;9;BIAZON BOSWORTH BLOSS
[516, 340, 341, 515];[86, 83, 96, 98];-1;-1;ASSINATURA DO DIRETOR
[517, 326, 326, 518];[59, 54, 70, 74];-1;-1;LEI Nº7 116 DE 29/08/83
133;77;53;16;6 VIA
143;474;114;18;19/11/2014
[355, 302, 301, 357];[482, 481, 495, 494];-1;-1;DATA DE
[356, 279, 279, 357];[466, 465, 480, 481];-1;-1;EXPEDIÇÃO
