left;top;width;height;transcription
[596, 226, 226, 598];[507, 504, 523, 524];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
542;476;116;15;03.527.088-3
[757, 684, 684, 759];[491, 489, 477, 476];-1;-1;REGISTRO
[757, 707, 708, 758];[461, 460, 473, 473];-1;-1;GERAL
[757, 712, 713, 757];[421, 419, 435, 434];-1;-1;NOME
435;430;243;20;LAZARTE VANDALETI LIZ
418;381;260;14;KRIESEL JONNATAN SUTTON
[757, 689, 690, 757];[366, 366, 381, 380];-1;-1;FILIAÇÃO
476;326;263;15;BARDY CANIATTO AUDREY
626;298;53;12;JESUS
[755, 644, 644, 755];[275, 274, 289, 289];-1;-1;NATURALIDADE
509;254;247;18;CRUZEIRO DO IGUAÇU-PR
[757, 659, 659, 757];[211, 210, 194, 194];-1;-1;DOC ORIGEM
[757, 728, 728, 757];[134, 133, 120, 120];-1;-1;CPF
508;202;133;14;EREBANGO-RS
281;174;359;18;CMC= OURILÂNDIA DO NORTE-PA ,SEDE
418;146;223;15;C.NAS=44 LV=39 FL=86
583;121;135;14;080.681.497-75
[511, 314, 314, 511];[37, 34, 50, 51];-1;-1;LEI Nº7 116 DE 29/08/83
[503, 318, 319, 504];[59, 57, 70, 70];-1;-1;ASSINATURA DO DIRETOR
249;87;173;11;VEIRA TOULOUSE DUDENA
[259, 95, 95, 261];[288, 286, 273, 273];-1;-1;DATA DE NASCIMENTO
208;475;98;15;27/11/1967
[391, 308, 308, 391];[458, 458, 475, 473];-1;-1;EXPEDIÇÃO
[391, 328, 329, 390];[489, 489, 475, 474];-1;-1;DATA DE
191;254;116;18;21/05/2007
