left;top;width;height;transcription
[774, 766, 788, 796];[328, 877, 875, 325];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
712;220;24;189;80.676.104-0
[733, 729, 749, 751];[99, 213, 211, 97];-1;-1;REGISTRO
[712, 709, 730, 731];[97, 168, 167, 97];-1;-1;GERAL
659;192;28;603;THEODORE JACOM SUZUMURA
[666, 663, 686, 687];[97, 163, 161, 94];-1;-1;NOME
615;104;23;131;NOVAES
[564, 563, 583, 583];[97, 195, 194, 96];-1;-1;FILIAÇÃO
515;105;27;640;BERGAMASCHI KHOURY COPELLO
466;99;24;453;BOLLAND VIRIATO VAILATI
[419, 415, 437, 438];[92, 258, 257, 92];-1;-1;NATURALIDADE
371;101;24;266;SANANDUVA-RS
316;252;29;422;C.NAS=30 LV=92 FL=227
[319, 318, 338, 339];[92, 237, 237, 92];-1;-1;DOC ORIGEM
268;98;29;290;NOVA MÓDICA-MG
[215, 215, 237, 236];[93, 134, 133, 88];-1;-1;CPF
217;160;24;224;612.361.711-79
164;83;12;134;SANANDUVA-RS
[119, 114, 131, 137];[445, 719, 718, 443];-1;-1;ASSINATURA DO DIRETOR
[74, 70, 97, 97];[450, 734, 734, 449];-1;-1;LEI Nº7 116 DE 29/08/83
111;936;22;72;3 VIA
359;813;25;159;28/03/1992
[408, 403, 425, 428];[832, 1077, 1076, 832];-1;-1;DATA DE NASCIMENTO
706;819;22;150;29/02/2016
[706, 701, 724, 725];[678, 800, 801, 676];-1;-1;EXPEDIÇÃO
[746, 742, 724, 724];[676, 769, 768, 675];-1;-1;DATA DE
120;97;23;87;NH 54
