left;top;width;height;transcription
[514, 321, 322, 515];[36, 38, 53, 51];-1;-1;LEI Nº7 116 DE 29/08/83
[516, 339, 339, 516];[66, 67, 79, 77];-1;-1;ASSINATURA DO DIRETOR
318;86;260;13;MINAMI MONTEBELLI ASTOLPHO
150;67;50;15;4 VIA
697;59;63;16;NH 27
[760, 733, 734, 760];[119, 120, 133, 131];-1;-1;CPF
582;126;139;16;473.987.936-00
610;160;147;15;TABATINGA-SP
[759, 667, 668, 761];[186, 189, 202, 201];-1;-1;DOC ORIGEM
378;196;282;16;C.NAS=44 LV=464 FL=196
644;227;116;19;TARUMÃ-SP
[763, 652, 652, 762];[253, 255, 267, 266];-1;-1;NATURALIDADE
521;293;240;15;NAZARIO SENEME EMY
[263, 110, 110, 262];[258, 260, 273, 270];-1;-1;DATA DE NASCIMENTO
183;232;98;15;04/03/1980
457;322;305;20;SACCHETTI JONATHAS PIAZON
[763, 698, 699, 762];[352, 352, 368, 367];-1;-1;FILIAÇÃO
358;394;407;16;DUBINSKAS GASPARELO FELPOLDI
[763, 718, 719, 764];[419, 419, 433, 431];-1;-1;NOME
[763, 716, 717, 763];[448, 449, 462, 460];-1;-1;GERAL
[762, 696, 696, 763];[476, 477, 464, 463];-1;-1;REGISTRO
547;462;135;16;83.824.427-0
[607, 240, 241, 607];[503, 504, 519, 517];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
170;466;114;16;22/03/1953
[375, 296, 296, 374];[452, 454, 467, 467];-1;-1;EXPEDIÇÃO
[374, 315, 315, 375];[481, 480, 467, 468];-1;-1;DATA DE
