left;top;width;height;transcription
[764, 292, 293, 767];[570, 573, 595, 588];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
718;539;134;16;68.935.914-7
[959, 872, 872, 961];[530, 531, 543, 544];-1;-1;REGISTRO
[959, 900, 901, 958];[512, 511, 527, 527];-1;-1;GERAL
[958, 904, 905, 958];[479, 479, 494, 492];-1;-1;NOME
[956, 877, 878, 959];[400, 401, 419, 416];-1;-1;FILIAÇÃO
709;387;244;19;FOLETO FOINA H04
603;348;351;20;YBANEZ BENAVIDES FORNI
[954, 818, 819, 957];[285, 285, 302, 300];-1;-1;NATURALIDADE
672;270;278;16;CORREA DANNO KOLLAR
515;231;309;19;C.NAS=23 LV=326 FL=172
[955, 839, 840, 956];[207, 206, 221, 220];-1;-1;DOC ORIGEM
818;193;134;23;MAUÉS-AM
[955, 920, 920, 955];[142, 142, 125, 127];-1;-1;CPF
493;86;198;11;FORIGO ALBORNOZ SCHMID
888;74;62;18;NH 81
[647, 421, 422, 648];[75, 76, 61, 58];-1;-1;ASSINATURA DO DIRETOR
[646, 401, 401, 647];[25, 28, 45, 44];-1;-1;LEI Nº7 116 DE 29/08/83
235;274;106;16;25/09/2017
[113, 314, 314, 113];[307, 305, 289, 291];-1;-1;DATA DE NASCIMENTO
235;543;104;16;15/12/1982
[455, 386, 386, 454];[549, 550, 533, 533];-1;-1;DATA DE
[455, 354, 355, 456];[516, 516, 532, 532];-1;-1;EXPEDIÇÃO
177;79;55;16;6 VIA
561;463;392;20;TURIN PERDAO BERGANTINI
