left;top;width;height;transcription
[583, 217, 217, 584];[503, 498, 514, 518];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
551;472;118;15;48.633.172-6
[732, 666, 667, 732];[486, 485, 473, 473];-1;-1;REGISTRO
[732, 686, 687, 732];[458, 458, 469, 471];-1;-1;GERAL
[733, 692, 691, 733];[441, 441, 429, 429];-1;-1;NOME
448;405;302;15;CALDORIN KANKE VENEZUELA
[734, 670, 671, 735];[377, 376, 361, 362];-1;-1;FILIAÇÃO
443;340;308;15;FUKUDA MAXENIUC ABRAHIM
507;302;244;20;KALFA RAMPONE GIOSO
627;262;108;14;NATURALIDADE
643;196;92;14;DOC ORIGEM
573;143;137;16;791.008.280-09
[736, 711, 710, 738];[128, 129, 142, 140];-1;-1;CPF
693;78;58;15;NH 33
[499, 309, 309, 499];[37, 34, 53, 54];-1;-1;LEI Nº7 116 DE 29/08/83
411;87;150;11;NOR KAROL NABOR
[497, 325, 325, 497];[68, 66, 78, 79];-1;-1;ASSINATURA DO DIRETOR
142;76;49;15;8 VIA
607;175;144;15;INHANGAPI-PA
[236, 86, 85, 238];[271, 270, 257, 259];-1;-1;DATA DE NASCIMENTO
611;242;139;15;CHARRUA-RS
187;470;80;12;23/08/1954
[345, 287, 288, 345];[482, 481, 469, 470];-1;-1;DATA DE
[346, 265, 266, 346];[455, 455, 467, 469];-1;-1;EXPEDIÇÃO
146;236;122;18;11/07/1964
296;204;359;20;C.NAS=180 LV=192 FL=371
