left;top;width;height;transcription
[21, 29, 50, 43];[632, 235, 235, 634];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
70;591;16;123;14.230.322-7
[64, 66, 79, 78];[802, 726, 726, 803];-1;-1;REGISTRO
[94, 95, 82, 82];[802, 751, 751, 802];-1;-1;GERAL
[113, 113, 127, 126];[803, 753, 755, 803];-1;-1;NOME
135;428;18;375;LEVY IMACULADA SCHOWANTZ
[183, 184, 201, 198];[803, 733, 733, 803];-1;-1;FILIAÇÃO
204;514;18;293;BITAR JIMMY NEGRETTI
246;564;17;246;VELEZ PUIG JIQUIRICA
[290, 292, 307, 304];[807, 683, 684, 807];-1;-1;NATURALIDADE
314;630;19;179;VERDELÂNDIA-MG
[364, 365, 379, 378];[806, 704, 704, 807];-1;-1;DOC ORIGEM
355;443;15;255;C.NAS=477 LV=300 FL=278
391;686;15;129;CANDEAL-BA
428;637;18;133;486.157.491-91
[438, 439, 452, 451];[813, 780, 784, 816];-1;-1;CPF
501;771;14;53;NH 32
[526, 527, 542, 544];[542, 331, 332, 542];-1;-1;LEI Nº7 116 DE 29/08/83
480;449;8;127;YURIKO LEVANTEZI WIL
[499, 499, 511, 512];[538, 348, 348, 541];-1;-1;ASSINATURA DO DIRETOR
321;198;14;89;07/09/1955
[295, 296, 309, 308];[255, 90, 91, 256];-1;-1;DATA DE NASCIMENTO
76;190;15;95;27/12/1964
[89, 89, 104, 104];[371, 291, 291, 371];-1;-1;EXPEDIÇÃO
[74, 74, 86, 87];[371, 314, 314, 371];-1;-1;DATA DE
498;154;14;46;2 VIA
