left;top;width;height;transcription
[426, 423, 409, 412];[178, 460, 460, 176];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
381;115;12;92;58.289.353-7
331;54;12;252;WILLIAM TERAMATSU IGLEZIAS
[360, 360, 350, 350];[62, 94, 94, 62];-1;-1;NOME
[393, 393, 384, 385];[62, 111, 112, 62];-1;-1;REGISTRO
[383, 374, 373, 382];[62, 62, 97, 96];-1;-1;GERAL
277;55;17;226;MELIAM KODAIRA STERMAN
253;56;16;241;REZEK HATHERLY SEGANTINI
[311, 310, 299, 299];[62, 110, 109, 62];-1;-1;FILIAÇÃO
[236, 235, 225, 226];[62, 144, 143, 61];-1;-1;NATURALIDADE
210;54;13;164;VÁRZEA BRANCA-PI
188;129;11;190;C.NAS=342 LV=429 FL=417
161;54;12;98;SONORA-MS
133;85;12;109;775.243.480-96
83;55;12;44;NH 88
[134, 133, 122, 124];[62, 82, 82, 61];-1;-1;CPF
[185, 184, 175, 175];[62, 130, 130, 62];-1;-1;DOC ORIGEM
96;195;9;182;GAROFALO FATARELLI ALBOR
[81, 80, 89, 89];[242, 377, 374, 244];-1;-1;ASSINATURA DO DIRETOR
[57, 57, 69, 71, 57];[247, 389, 388, 242, 242];-1;-1;LEI Nº7 116 DE 29/08/83
82;481;12;37;1 VIA
207;420;12;81;22/12/2006
[233, 232, 222, 223];[444, 563, 562, 444];-1;-1;DATA DE NASCIMENTO
380;418;12;79;27/03/1971
[391, 391, 381, 381];[360, 402, 402, 360];-1;-1;DATA DE
[370, 370, 380, 381];[360, 420, 418, 359];-1;-1;EXPEDIÇÃO
