left;top;width;height;transcription
[317, 510, 510, 315];[523, 527, 511, 507];-1;-1;LEI Nº7 116 DE 29/08/83
254;464;185;12;SI YOSHIGA VERIDIANA
127;421;149;16;494.390.110-76
85;387;131;15;MIRANTE-BA
[76, 76, 104, 104];[438, 426, 426, 439];-1;-1;CPF
184;355;351;19;C.NAS=413 LV=449 FL=274
[78, 168, 169, 77];[370, 370, 358, 357];-1;-1;DOC ORIGEM
87;320;186;18;CRISTÓPOLIS-BA
[77, 187, 188, 76];[302, 304, 292, 290];-1;-1;NATURALIDADE
82;256;350;19;JAQUETTO PUMAR CONEGO
86;222;398;19;CARDOSO JURISBERG PAQUIELA
[83, 145, 145, 80, 80];[204, 204, 190, 191, 205];-1;-1;FILIAÇÃO
86;156;291;18;JINA GILBERTO ZAIDAN
[80, 126, 124, 80];[137, 139, 125, 124];-1;-1;NOME
[80, 129, 129, 83];[109, 109, 97, 97];-1;-1;GERAL
[82, 151, 151, 82];[91, 94, 79, 79];-1;-1;REGISTRO
168;89;133;19;14.529.529-1
570;94;114;18;13/05/1998
568;328;114;18;11/11/1974
[585, 744, 742, 584];[310, 313, 298, 297];-1;-1;DATA DE NASCIMENTO
[236, 608, 608, 235];[57, 63, 46, 40];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
[478, 555, 555, 477];[115, 116, 100, 99];-1;-1;EXPEDIÇÃO
[477, 534, 532, 475];[85, 86, 99, 98];-1;-1;DATA DE
645;493;54;16;4 VIA
80;486;60;16;NH 12
314;482;186;15;ASSINATURA DO DIRETOR
