left;top;width;height;transcription
[541, 538, 521, 521];[245, 614, 614, 244];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
478;163;15;114;08.803.690-1
410;83;16;360;SCUDELLER IORIATTI SERVULO
[457, 456, 442, 444];[92, 134, 134, 89];-1;-1;NOME
[501, 500, 487, 488];[91, 158, 158, 89];-1;-1;REGISTRO
[474, 472, 485, 486];[89, 138, 137, 90];-1;-1;GERAL
[390, 390, 375, 376];[91, 155, 155, 91];-1;-1;FILIAÇÃO
310;84;15;235;THAMY REALE ROMEO
[291, 290, 277, 279];[90, 200, 199, 91];-1;-1;NATURALIDADE
247;84;15;164;PORTO FELIZ-SP
[224, 222, 211, 211];[92, 181, 181, 92];-1;-1;DOC ORIGEM
180;84;15;139;COIMBRA-MG
[155, 155, 142, 141];[91, 120, 116, 89];-1;-1;CPF
213;181;15;253;C.NAS=373 LV=434 FL=231
105;298;9;194;ANNELIZE MARDOQUEU BADARI
[95, 83, 82, 96];[509, 510, 331, 333];-1;-1;ASSINATURA DO DIRETOR
[72, 69, 52, 55];[331, 526, 526, 330];-1;-1;LEI Nº7 116 DE 29/08/83
80;83;15;54;NH 33
244;565;15;98;28/04/2014
[290, 288, 275, 276];[597, 753, 752, 596];-1;-1;DATA DE NASCIMENTO
81;646;16;51;1 VIA
[499, 498, 487, 486];[485, 539, 540, 486];-1;-1;DATA DE
[471, 472, 485, 485];[486, 563, 562, 486];-1;-1;EXPEDIÇÃO
479;563;15;98;26/10/1980
