left;top;width;height;transcription
[25, 32, 51, 44];[607, 240, 241, 609];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
59;552;15;123;30.975.951-1
[60, 60, 72, 72];[760, 694, 694, 761];-1;-1;REGISTRO
[86, 87, 75, 74];[761, 715, 716, 760];-1;-1;GERAL
[104, 104, 117, 116];[761, 718, 719, 762];-1;-1;NOME
124;341;18;413;GOLDSCHMIDT FEDATTO FUENTE
[169, 169, 184, 184];[762, 701, 701, 764];-1;-1;FILIAÇÃO
190;389;18;366;SANT'ANA MORITZ FUKABORI
222;439;18;316;SCHIFFER ARRIGONI ATOL
[268, 269, 281, 280];[764, 657, 658, 764];-1;-1;NATURALIDADE
288;593;15;164;PORTO BELO-SC
322;363;20;295;C.NAS=323 LV=117 FL=486
[334, 334, 346, 347];[765, 674, 674, 765];-1;-1;DOC ORIGEM
352;559;16;198;MATOZINHOS-MG
387;568;15;149;504.526.707-80
[402, 403, 416, 415];[765, 739, 740, 765];-1;-1;CPF
450;698;16;60;NH 20
[467, 471, 483, 480];[524, 353, 353, 526];-1;-1;ASSINATURA DO DIRETOR
[495, 497, 513, 510];[527, 336, 337, 527];-1;-1;LEI Nº7 116 DE 29/08/83
456;147;16;53;5 VIA
294;144;19;134;06/08/1952
275;111;14;154;DATA DE NASCIMENTO
64;142;19;132;11/02/1975
64;315;14;58;DATA DE
79;295;15;78;EXPEDIÇÃO
