left;top;width;height;transcription
[61, 63, 41, 38];[741, 276, 276, 742];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
[103, 104, 91, 91];[934, 850, 851, 935];-1;-1;REGISTRO
[122, 122, 109, 109];[934, 878, 879, 935];-1;-1;GERAL
[156, 157, 142, 143];[933, 882, 882, 934];-1;-1;NOME
94;695;16;125;97.102.455-8
96;208;16;113;02/06/1977
[124, 124, 107, 108];[441, 347, 347, 442];-1;-1;EXPEDIÇÃO
[91, 91, 106, 105];[442, 375, 376, 442];-1;-1;DATA DE
[352, 353, 339, 339];[304, 110, 111, 305];-1;-1;DATA DE NASCIMENTO
368;207;16;112;30/05/1967
564;167;16;54;5 VIA
[608, 610, 592, 589];[630, 393, 393, 632];-1;-1;LEI Nº7 116 DE 29/08/83
537;437;13;275;GIANNATTASIO PUSCHEL MAKINO
[574, 575, 560, 560];[632, 411, 411, 631];-1;-1;ASSINATURA DO DIRETOR
561;849;18;68;NH 80
[511, 511, 497, 498];[933, 900, 900, 935];-1;-1;CPF
483;705;19;162;316.508.448-32
[431, 431, 416, 416];[935, 822, 822, 934];-1;-1;DOC ORIGEM
[352, 353, 337, 338];[935, 801, 801, 936];-1;-1;NATURALIDADE
[236, 236, 219, 219];[935, 856, 856, 936];-1;-1;FILIAÇÃO
172;657;18;264;ICHIRO KRUG CRUZUE
249;664;18;258;GUIZZO NALETO HOO
288;616;21;304;VELEZ PRADELA RATNER
366;814;16;108;COTIA-SP
405;488;18;307;C.NAS=129 LV=206 FL=176
445;800;18;118;VIANA-MA
