left;top;width;height;transcription
[21, 29, 50, 43];[632, 235, 235, 634];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
70;590;16;127;45.411.894-6
[64, 66, 79, 78];[802, 726, 726, 803];-1;-1;REGISTRO
[94, 95, 82, 82];[802, 751, 751, 802];-1;-1;GERAL
[113, 113, 127, 126];[803, 753, 755, 803];-1;-1;NOME
130;460;28;342;SCIENCIA RAMUNNO DOARCI
[183, 184, 201, 198];[803, 733, 733, 803];-1;-1;FILIAÇÃO
204;451;18;357;ADMARCIO MAIELLO SAUAIA
243;519;19;291;ISLAM ROMANO SINDOVAL
[290, 292, 307, 304];[807, 683, 684, 807];-1;-1;NATURALIDADE
316;620;17;189;NOVA MAMORÉ-RO
[364, 365, 379, 378];[806, 704, 704, 807];-1;-1;DOC ORIGEM
355;454;15;244;C.NAS=54 LV=484 FL=344
386;683;20;132;CAMALAÚ-PB
428;635;18;135;608.156.697-80
[438, 439, 452, 451];[813, 780, 784, 816];-1;-1;CPF
501;772;14;52;NH 67
[526, 527, 542, 544];[542, 331, 332, 542];-1;-1;LEI Nº7 116 DE 29/08/83
480;477;8;100;GERUZA RIKA LEY
[499, 499, 511, 512];[538, 348, 348, 541];-1;-1;ASSINATURA DO DIRETOR
321;199;14;88;22/05/2014
[295, 296, 309, 308];[255, 90, 91, 256];-1;-1;DATA DE NASCIMENTO
76;189;15;95;19/05/1973
[89, 89, 104, 104];[371, 291, 291, 371];-1;-1;EXPEDIÇÃO
[74, 74, 86, 87];[371, 314, 314, 371];-1;-1;DATA DE
498;154;14;46;5 VIA
