left;top;width;height;transcription
[722, 276, 276, 725];[675, 670, 644, 650];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
624;602;176;22;53.849.862-6
[895, 815, 817, 896];[622, 621, 607, 608];-1;-1;REGISTRO
[896, 843, 845, 896];[589, 589, 603, 604];-1;-1;GERAL
[895, 846, 846, 897];[564, 563, 548, 549];-1;-1;NOME
526;509;373;28;DAVI DANGHESI HAGEN
[898, 822, 823, 898];[480, 479, 461, 463];-1;-1;FILIAÇÃO
277;425;623;28;SUNAHARA NAUMOFF BEZERRA
288;383;617;27;ZAGHA WAKISAKA PASSARELLA
[901, 772, 774, 901];[353, 350, 335, 337];-1;-1;NATURALIDADE
699;303;203;26;ANÁPOLIS-GO
[902, 791, 792, 903];[267, 264, 250, 251];-1;-1;DOC ORIGEM
709;213;196;30;ANANÁS-TO
[903, 871, 871, 904];[179, 178, 163, 163];-1;-1;CPF
649;173;210;22;761.945.747-04
826;87;82;22;NH 07
[626, 394, 395, 627];[74, 70, 49, 54];-1;-1;LEI Nº7 116 DE 29/08/83
176;73;59;18;1 VIA
484;115;206;12;MARRAIANA MOSTI TERIN
[614, 406, 407, 614];[88, 87, 104, 105];-1;-1;ASSINATURA DO DIRETOR
[296, 107, 107, 296];[345, 343, 327, 330];-1;-1;DATA DE NASCIMENTO
164;289;142;20;05/04/1966
345;251;441;26;C.NAS=327 LV=168 FL=64
167;592;152;23;02/03/1973
[424, 356, 357, 425];[616, 615, 599, 599];-1;-1;DATA DE
[423, 331, 332, 425];[581, 580, 598, 598];-1;-1;EXPEDIÇÃO
