left;top;width;height;transcription
[760, 299, 300, 760];[620, 611, 590, 597];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
[950, 864, 864, 951];[582, 581, 566, 567];-1;-1;REGISTRO
[951, 894, 896, 952];[550, 551, 565, 565];-1;-1;GERAL
713;558;143;18;81.461.955-1
704;495;184;19;CASSIS GINDR
[950, 901, 901, 951];[495, 493, 508, 509];-1;-1;NOME
[953, 876, 877, 953];[430, 429, 449, 449];-1;-1;FILIAÇÃO
618;404;332;20;BACHUR CLARK GHETTI
587;347;361;20;FOINA EITOR GRADNAUE
[954, 822, 823, 955];[319, 316, 331, 335];-1;-1;NATURALIDADE
772;286;178;20;ARACATI-CE
[957, 838, 838, 957];[248, 246, 232, 232];-1;-1;DOC ORIGEM
822;204;132;24;ACAUÃ-PI
690;145;199;20;444.215.955-60
[959, 922, 922, 959];[145, 144, 161, 163];-1;-1;CPF
451;230;377;23;C.NAS=60 LV=148 FL=24
[644, 426, 426, 645];[79, 76, 93, 94];-1;-1;ASSINATURA DO DIRETOR
216;85;62;19;8 VIA
140;276;125;19;28/09/1996
[309, 117, 118, 310];[326, 322, 306, 309];-1;-1;DATA DE NASCIMENTO
143;547;116;18;21/05/1984
[464, 389, 389, 463];[561, 559, 574, 575];-1;-1;DATA DE
[463, 364, 364, 464];[544, 543, 559, 560];-1;-1;EXPEDIÇÃO
334;123;335;26;FURLANIS NARUTO KOR
