left;top;width;height;transcription
[541, 535, 514, 521];[212, 585, 585, 211];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
485;156;19;145;53.300.337-4
[483, 482, 495, 497];[52, 118, 118, 51];-1;-1;REGISTRO
[470, 469, 479, 481];[50, 96, 96, 47];-1;-1;GERAL
[440, 439, 452, 454];[50, 93, 93, 49];-1;-1;NOME
418;77;19;365;ARAVECHIA CAGNANI MURE
[387, 387, 372, 374];[49, 112, 112, 48];-1;-1;FILIAÇÃO
353;76;19;315;HEDER BOTAS STEVAN
317;73;20;335;GHISLOTI KURY NEURY
[266, 265, 279, 278];[47, 157, 156, 47];-1;-1;NATURALIDADE
248;74;22;142;MARABÁ-PA
[199, 197, 211, 211];[46, 138, 138, 46];-1;-1;DOC ORIGEM
209;175;19;315;C.NAS=113 LV=97 FL=134
177;71;24;101;CANTÁ-RR
147;113;16;159;130.365.458-08
[131, 131, 143, 143];[45, 72, 73, 45];-1;-1;CPF
90;71;15;58;NH 18
[49, 45, 60, 63];[294, 489, 488, 295];-1;-1;LEI Nº7 116 DE 29/08/83
96;261;9;165;STRAZZA AMSTALDEN PIHA
[77, 73, 86, 89];[296, 474, 474, 296];-1;-1;ASSINATURA DO DIRETOR
80;638;15;49;9 VIA
240;563;15;104;13/12/1975
[273, 271, 257, 259];[559, 718, 718, 558];-1;-1;DATA DE NASCIMENTO
481;564;17;106;07/10/1992
[479, 478, 491, 493];[449, 504, 505, 450];-1;-1;DATA DE
[462, 461, 477, 477];[449, 528, 528, 449];-1;-1;EXPEDIÇÃO
