left;top;width;height;transcription
[570, 573, 595, 588];[258, 730, 729, 255];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
539;171;16;134;52.323.194-5
[530, 531, 543, 544];[63, 150, 150, 61];-1;-1;REGISTRO
[512, 511, 527, 527];[63, 122, 121, 64];-1;-1;GERAL
[479, 479, 494, 492];[64, 118, 117, 64];-1;-1;NOME
[400, 401, 419, 416];[66, 145, 144, 63];-1;-1;FILIAÇÃO
387;67;19;323;JANA SORGINI FAILACHE
348;68;19;367;GIULIANI GATOS STANZIONE
[285, 285, 302, 300];[68, 204, 203, 65];-1;-1;NATURALIDADE
270;72;16;289;BIAGGIONI TABARY DYODI
231;198;19;309;C.NAS=59 LV=117 FL=494
[207, 206, 221, 220];[67, 183, 182, 66];-1;-1;DOC ORIGEM
193;70;18;237;NACIP RAYDAN-MG
[142, 142, 125, 127];[67, 102, 102, 67];-1;-1;CPF
86;331;11;215;MATTIAZZI YORIKO BARABASZ
74;72;18;65;NH 16
[75, 76, 61, 58];[375, 601, 600, 374];-1;-1;ASSINATURA DO DIRETOR
[25, 28, 45, 44];[376, 621, 621, 375];-1;-1;LEI Nº7 116 DE 29/08/83
274;682;16;105;30/07/1978
[307, 305, 289, 291];[909, 708, 708, 909];-1;-1;DATA DE NASCIMENTO
543;681;16;107;05/04/1956
[549, 550, 533, 533];[567, 636, 636, 568];-1;-1;DATA DE
[516, 516, 532, 532];[567, 668, 667, 566];-1;-1;EXPEDIÇÃO
79;792;16;53;1 VIA
463;70;20;428;MELLEIRO ALTEVIR SOBREIRO
