left;top;width;height;transcription
220;498;367;18;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
515;456;147;19;07.116.299-9
672;467;69;13;REGISTRO
693;452;47;14;GERAL
697;422;44;14;NOME
504;390;237;18;SANDLER CAFFARO
678;356;62;15;FILIAÇÃO
634;257;106;14;NATURALIDADE
395;291;344;18;GABRIELA AUDI LUCARELLI
611;226;129;18;BORBA-AM
649;192;92;13;DOC ORIGEM
580;159;160;18;CURITIBA-PR
715;124;26;13;CPF
678;62;64;16;NH 94
568;131;133;14;025.762.835-51
404;196;238;14;C.NAS=116 LV=291 FL=43
[501, 310, 310, 501];[52, 51, 36, 36];-1;-1;LEI Nº7 116 DE 29/08/83
[241, 89, 89, 242];[269, 268, 257, 257];-1;-1;DATA DE NASCIMENTO
168;230;96;14;20/08/1999
140;64;43;14;5 VIA
362;85;170;9;TONELOTTI EYTAN ROSANTE
[500, 326, 327, 500];[65, 64, 76, 76];-1;-1;ASSINATURA DO DIRETOR
139;456;124;18;20/09/1976
290;466;60;14;DATA DE
272;452;79;14;EXPEDIÇÃO
292;122;148;25;71695/9247
