left;top;width;height;transcription
[69, 77, 55, 47];[875, 326, 328, 878];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
107;798;24;186;44.797.808-1
[110, 114, 94, 92];[1104, 990, 992, 1106];-1;-1;REGISTRO
[131, 134, 113, 112];[1106, 1035, 1036, 1106];-1;-1;GERAL
156;407;28;601;ELIZABETH BARREIRO MORONI
[177, 180, 157, 156];[1106, 1040, 1042, 1109];-1;-1;NOME
205;960;23;140;ARAGAO
[279, 280, 260, 260];[1106, 1008, 1009, 1107];-1;-1;FILIAÇÃO
301;570;27;528;FUJISAKA SEVERNINI MARIM
353;528;24;577;VARANESE TREMILIOSI BUCHARA
[424, 428, 406, 405];[1111, 945, 946, 1111];-1;-1;NATURALIDADE
448;878;24;225;ANGUERA-BA
501;510;26;441;C.NAS=150 LV=108 FL=43
[524, 525, 505, 504];[1111, 966, 966, 1111];-1;-1;DOC ORIGEM
552;825;23;280;MUNDO NOVO-MS
[628, 628, 606, 607];[1110, 1069, 1070, 1115];-1;-1;CPF
602;819;24;225;061.846.779-34
666;1029;13;91;PACUJÁ-CE
[724, 729, 712, 706];[758, 484, 485, 760];-1;-1;ASSINATURA DO DIRETOR
[769, 773, 746, 746];[753, 469, 469, 754];-1;-1;LEI Nº7 116 DE 29/08/83
710;195;22;73;9 VIA
459;231;25;158;14/04/1997
[435, 440, 418, 415];[371, 126, 127, 371];-1;-1;DATA DE NASCIMENTO
115;235;22;149;23/10/1998
[137, 142, 119, 118];[525, 403, 402, 527];-1;-1;EXPEDIÇÃO
[97, 101, 119, 119];[527, 434, 435, 528];-1;-1;DATA DE
700;1018;23;88;NH 45
