left;top;width;height;transcription
[607, 600, 622, 629];[296, 762, 762, 298];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
570;199;20;137;82.437.349-2
[579, 579, 595, 595];[103, 190, 189, 105];-1;-1;REGISTRO
[560, 560, 575, 575];[103, 159, 157, 103];-1;-1;GERAL
[525, 521, 538, 538];[106, 160, 160, 106];-1;-1;NOME
[444, 443, 462, 462];[99, 181, 180, 98];-1;-1;FILIAÇÃO
412;97;20;446;MASSAYUKI NAARA MURAYAMA
371;99;21;480;VENTUROLI QUARESMA HAMADA
[339, 337, 353, 354];[98, 238, 236, 97];-1;-1;NATURALIDADE
300;93;22;348;TEREZÓPOLIS DE GOIÁS-GO
[257, 256, 271, 273];[94, 213, 213, 94];-1;-1;DOC ORIGEM
[158, 157, 175, 175];[93, 131, 129, 93];-1;-1;CPF
106;87;16;60;NH 34
179;145;16;161;952.220.501-06
220;91;18;210;CONGONHAS-MG
254;222;21;363;C.NAS=245 LV=275 FL=346
290;747;20;98;01/09/2012
[329, 325, 341, 344];[707, 901, 901, 706];-1;-1;DATA DE NASCIMENTO
562;708;17;112;14/02/1978
[568, 567, 583, 583];[598, 670, 669, 594];-1;-1;DATA DE
[552, 549, 567, 568];[597, 696, 696, 595];-1;-1;EXPEDIÇÃO
490;100;22;372;OLIVETO MITRE MAROSO
[59, 55, 74, 77];[393, 627, 627, 391];-1;-1;LEI Nº7 116 DE 29/08/83
108;309;15;277;SAADEH GASPARDO AKEMY
91;818;16;52;5 VIA
[86, 83, 98, 101];[391, 625, 624, 391];-1;-1;ASSINATURA DO DIRETOR
