left;top;width;height;transcription
[39, 35, 54, 62];[757, 288, 288, 760];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
80;713;15;116;03.966.640-2
125;542;18;308;LEMES LUDOVINO SAMAN
[138, 140, 154, 152];[897, 955, 957, 897];-1;-1;NOME
[89, 87, 102, 105];[953, 857, 856, 954];-1;-1;REGISTRO
[119, 118, 103, 105];[953, 890, 893, 954];-1;-1;GERAL
[213, 211, 228, 231];[953, 869, 869, 954];-1;-1;FILIAÇÃO
219;483;21;469;GODO PAPAGEORGIOU ROSNER
[327, 326, 341, 343];[950, 812, 813, 951];-1;-1;NATURALIDADE
341;775;14;176;PINDORETAMA-CE
[405, 405, 405, 418, 419];[951, 951, 829, 829, 954];-1;-1;DOC ORIGEM
442;693;20;260;C.NAS=456 LV=67 FL=284
402;499;28;452;CMC= RESERVA DO IGUAÇU-PR ,SEDE
523;452;15;246;SHIRO IMORI GARBULHO
[486, 485, 499, 500];[953, 915, 915, 953];-1;-1;CPF
506;816;14;136;974.560.663-45
329;228;15;98;11/01/1985
[319, 314, 332, 334];[324, 124, 123, 326];-1;-1;DATA DE NASCIMENTO
71;249;15;97;10/12/1985
[80, 80, 95, 96];[461, 384, 384, 464];-1;-1;DATA DE
[110, 110, 94, 94];[464, 355, 357, 462];-1;-1;EXPEDIÇÃO
[582, 582, 600, 603];[652, 391, 391, 647];-1;-1;LEI Nº7 116 DE 29/08/83
[556, 553, 571, 573];[637, 399, 399, 637];-1;-1;ASSINATURA DO DIRETOR
