left;top;width;height;transcription
[785, 314, 315, 788];[637, 624, 604, 614];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
600;566;137;18;08.324.331-8
[952, 764, 764, 954];[561, 556, 578, 580];-1;-1;REGISTRO GERAL
535;518;330;19;IMACULADA HANO OLAIO
[886, 954, 954, 886];[512, 513, 531, 529];-1;-1;NOME
[953, 855, 854, 955];[462, 461, 481, 483];-1;-1;FILIAÇÃO
667;428;183;17;IBEDI PONCZYK FORNI
[954, 785, 785, 958];[400, 395, 379, 382];-1;-1;NATURALIDADE
[484, 245, 243, 486, 486];[372, 366, 382, 389, 372];-1;-1;DATA DE NASCIMENTO
[463, 240, 239, 464];[550, 545, 566, 570];-1;-1;DATA DE EXPEDIÇÃO
[341, 115, 115, 341];[107, 101, 119, 123];-1;-1;É PROIBIDO PLASTIFICAR
[675, 443, 443, 675];[92, 86, 102, 106];-1;-1;ASSINATURA DO DIRETOR
[680, 444, 443, 681, 682];[67, 61, 79, 85, 69];-1;-1;LEI Nº7 116 DE 29/08/83
459;132;203;17;AGUIAR MERINI MASAAKI
[960, 910, 911, 958];[202, 201, 219, 219];-1;-1;CPF
844;157;115;19;ARAÇOIABA-PE
779;207;110;12;582.520.840-28
[956, 811, 811, 957];[302, 299, 316, 321];-1;-1;DOC ORIGEM
447;296;335;19;CMC= ASTOLFO DUTRA-MG ,SEDE
511;266;272;15;C.NAS=173 LV=117 FL=309
638;465;213;15;PAQUIELA MENEGUIN
143;552;96;14;06/06/2018
159;371;79;12;30/07/1974
705;384;77;16;ICAPUÍ-CE
